units,amount,probability,type,stage,source,account,assignedTo
40204,2.714815304E7,99.36,EXISTING_BUSINESS,PROSPECTING,SELF_GENERATED,HALLIBURTON,Somerset Dowty
24541,1.657155566E7,91.49,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,EMPLOYEE,LIFESPAN,Ella Quickenden
26043,1.758579618E7,37.16,NEW_BUSINESS,PERCEPTION_ANALYSIS,EMAIL,AECOM,Leona Knaggs
37007,2.498934682E7,53.42,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,EMPLOYEE,HONEYWELL,Marwin Ommundsen
30199,2.039217674E7,56.59,NEW_BUSINESS,NEEDS_ANALYSIS,SELF_GENERATED,DELOITTE,Leona Knaggs
39645,2.67706827E7,43.23,EXISTING_BUSINESS,CLOSED_WON,PUBLIC_RELATIONS,CHEVRON,Kassandra Medley
10850,7326571.0,70.34,EXISTING_BUSINESS,CLOSED_WON,SELF_GENERATED,ORACLE,Irwinn Airdrie
41159,2.779302634E7,92.07,NEW_BUSINESS,PERCEPTION_ANALYSIS,CONFERENCE,MEDTRONIC,Constantine Boseley
22377,1.511029302E7,61.74,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,PARTNER,MACY'S,Irwinn Airdrie
41982,2.834876532E7,82.68,NEW_BUSINESS,CLOSED_WON,DIRECT_MAIL,AMERICAN AIRLINES,Marwin Ommundsen
23647,1.596787322E7,98.28,NEW_BUSINESS,VALUE_PROPOSITION,PARTNER,UNITED AIRLINES,Isabelle Epsly
24606,1.661544756E7,81.72,EXISTING_BUSINESS,PROSPECTING,EMPLOYEE,BEST BUY,Brena Bass
42634,2.878903484E7,52.68,NEW_BUSINESS,CLOSED_LOST,PUBLIC_RELATIONS,ORACLE,Hanny Hubble
27037,1.825700462E7,32.45,EXISTING_BUSINESS,CLOSED_LOST,SELF_GENERATED,RAYTHEON,Kassandra Medley
11618,7845170.0,70.13,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,DIRECT_MAIL,HP,Kassandra Medley
39423,2.662077498E7,87.69,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,SELF_GENERATED,CARGILL,Brena Bass
28350,1.9143621E7,71.5,NEW_BUSINESS,NEEDS_ANALYSIS,EMPLOYEE,HONEYWELL,Lloyd Rainforth
17165,1.15908379E7,83.41,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,COLD_CALL,PNC,Susan Stockell
13662,9225402.0,87.24,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,COLD_CALL,UNITEDHEALTH GROUP,Kassandra Medley
43503,2.937583578E7,73.26,NEW_BUSINESS,CLOSED_WON,EMPLOYEE,NORDSTROM,Xever Canby
24372,1.645743672E7,76.02,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,DIRECT_MAIL,SALESFORCE,Leona Knaggs
12861,8684518.0,77.85,NEW_BUSINESS,CLOSED_WON,SELF_GENERATED,WALMART,Lloyd Rainforth
22740,1.53554124E7,30.87,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,PUBLIC_RELATIONS,IBM,Theo Beacock
20917,1.412441342E7,90.93,EXISTING_BUSINESS,NEEDS_ANALYSIS,TRADE_SHOW,UNITED STATES AIR FORCE,Brena Bass
35801,2.417498326E7,55.37,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,COLD_CALL,CBRE,Isabelle Epsly
49081,3.314243606E7,37.15,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EMPLOYEE,AIRBUS,Jacquenetta Hackly
24619,1.662422594E7,98.52,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,EXISTING_CUSTOMER,UNITED AIRLINES,Kellsie Vickress
44524,3.006527624E7,76.94,NEW_BUSINESS,VALUE_PROPOSITION,EMAIL,US NAVY,Link Ganforth
31003,2.093508578E7,34.73,NEW_BUSINESS,CLOSED_WON,SELF_GENERATED,RAYTHEON,Kassandra Medley
27974,1.888972324E7,83.88,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,CONFERENCE,FACEBOOK,Jacquenetta Hackly
34881,2.355374406E7,90.42,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,CONFERENCE,KROGER,Daniel Ghion
45996,3.105925896E7,33.89,EXISTING_BUSINESS,CLOSED_LOST,TRADE_SHOW,COGNIZANT TECHNOLOGY SOLUTIONS,Brena Bass
49504,3.342807104E7,34.08,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,DIRECT_MAIL,APPLE,Hanny Hubble
33653,2.272452478E7,55.47,NEW_BUSINESS,CLOSED_WON,WEB_SITE,MACY'S,Xever Canby
25096,1.694632496E7,62.22,NEW_BUSINESS,VALUE_PROPOSITION,EXISTING_CUSTOMER,CATERPILLAR INC.,Theo Beacock
43541,2.940149566E7,56.55,EXISTING_BUSINESS,CLOSED_WON,DIRECT_MAIL,MONDELÄ“Z INTERNATIONAL,Luce Cholwell
26696,1.802674096E7,72.97,NEW_BUSINESS,PERCEPTION_ANALYSIS,WEB_SITE,FACEBOOK,Luce Cholwell
24714,1.668837564E7,49.86,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,OTHER,CARGILL,Hanny Hubble
38339,2.588879314E7,87.64,EXISTING_BUSINESS,NEEDS_ANALYSIS,SELF_GENERATED,DELL,Link Ganforth
11947,8067331.22,78.99,EXISTING_BUSINESS,NEEDS_ANALYSIS,COLD_CALL,VERIZON,Ella Quickenden
48036,3.243678936E7,57.01,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,CAMPAIGN,VERIZON,Jacquenetta Hackly
17441,1.177720966E7,82.6,EXISTING_BUSINESS,CLOSED_LOST,DIRECT_MAIL,COGNIZANT TECHNOLOGY SOLUTIONS,Kellsie Vickress
43860,2.96169036E7,69.95,EXISTING_BUSINESS,CLOSED_WON,EMPLOYEE,BAKER HUGHES,Hanny Hubble
33824,2.283999424E7,53.17,NEW_BUSINESS,PROSPECTING,PUBLIC_RELATIONS,SAMSUNG ELECTRONICS,Xever Canby
12267,8283414.0,88.12,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,COLD_CALL,JACOBS,Marwin Ommundsen
37743,2.548633818E7,82.63,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,EMPLOYEE,PROCTER & GAMBLE,Brena Bass
24566,1.658843716E7,40.04,EXISTING_BUSINESS,NEEDS_ANALYSIS,SELF_GENERATED,BANK OF AMERICA,Link Ganforth
26773,1.807873598E7,57.18,NEW_BUSINESS,PERCEPTION_ANALYSIS,EMPLOYEE,MORGAN STANLEY,Kassandra Medley
22301,1.505897326E7,34.38,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,EXISTING_CUSTOMER,"KELLER WILLIAMS REALTY, INC.",Kassandra Medley
39606,2.674434756E7,82.31,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,WEB_SITE,STATE FARM,Constantine Boseley
37997,2.565785422E7,99.84,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,OTHER,WALGREENS,Arly Bownas
10459,7062544.0,75.7,NEW_BUSINESS,CLOSED_LOST,OTHER,NYC DEPARTMENT OF EDUCATION,Kellsie Vickress
14627,9877028.0,76.97,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,PARTNER,ORACLE,Jephthah Hrishchenko
37644,2.541948744E7,57.7,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EMPLOYEE,CHEVRON,Link Ganforth
46519,3.141241994E7,85.63,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,CONFERENCE,JOHNSON & JOHNSON,Brandea Royan
27688,1.869659888E7,45.64,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,CONFERENCE,LINKEDIN,Irwinn Airdrie
38908,2.627301608E7,81.91,NEW_BUSINESS,PERCEPTION_ANALYSIS,DIRECT_MAIL,CSC,Irwinn Airdrie
13405,9051860.0,95.91,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,EMPLOYEE,NYC DEPARTMENT OF EDUCATION,Kassandra Medley
38379,2.591580354E7,97.38,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,DIRECT_MAIL,XEROX,Jacquenetta Hackly
26043,1.758579618E7,58.47,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,CONFERENCE,MACY'S,Brandea Royan
23133,1.562078958E7,72.17,EXISTING_BUSINESS,CLOSED_WON,PARTNER,SCHNEIDER ELECTRIC,Hanny Hubble
28242,1.907069292E7,64.06,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,SELF_GENERATED,HEWLETT-PACKARD,Orelle Derham
23487,1.585983162E7,53.49,NEW_BUSINESS,NEEDS_ANALYSIS,WEB_SITE,JACOBS,Kassandra Medley
26620,1.79754212E7,53.46,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,CAMPAIGN,3M HEALTH CARE,Susan Stockell
38461,2.597117486E7,40.16,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,SELF_GENERATED,BANK OF AMERICA,Lloyd Rainforth
49768,3.360633968E7,58.89,NEW_BUSINESS,NEEDS_ANALYSIS,COLD_CALL,MERRILL LYNCH,Daniel Ghion
48616,3.282844016E7,35.21,EXISTING_BUSINESS,NEEDS_ANALYSIS,CAMPAIGN,WALMART,Jephthah Hrishchenko
35943,2.427087018E7,92.34,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,WEB_SITE,KAISER PERMANENTE,Constantine Boseley
20442,1.380366492E7,35.99,EXISTING_BUSINESS,CLOSED_WON,WORD_OF_MOUTH,HEWLETT-PACKARD,Kassandra Medley
47743,3.223893818E7,94.93,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,TRADE_SHOW,BANK OF AMERICA,Susan Stockell
28697,1.937793622E7,89.24,NEW_BUSINESS,PERCEPTION_ANALYSIS,EXISTING_CUSTOMER,EDWARD JONES,Ella Quickenden
48124,3.249621224E7,92.17,NEW_BUSINESS,PERCEPTION_ANALYSIS,CONFERENCE,CATERPILLAR INC.,Xever Canby
26777,1.808143702E7,46.58,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EMPLOYEE,CHEVRON,Somerset Dowty
15293,1.032675118E7,98.11,EXISTING_BUSINESS,PROSPECTING,DIRECT_MAIL,APPLE,Theo Beacock
45853,3.096269678E7,79.51,EXISTING_BUSINESS,CLOSED_LOST,EMAIL,NORDSTROM,Hanny Hubble
19880,1.34241688E7,35.68,EXISTING_BUSINESS,CLOSED_LOST,SELF_GENERATED,FARMERS INSURANCE,Leona Knaggs
47031,3.175815306E7,69.63,EXISTING_BUSINESS,CLOSED_WON,PUBLIC_RELATIONS,UNITEDHEALTH GROUP,Somerset Dowty
31141,2.102827166E7,85.98,NEW_BUSINESS,VALUE_PROPOSITION,CONFERENCE,PFIZER,Constantine Boseley
12961,8752044.0,51.21,NEW_BUSINESS,CLOSED_LOST,PUBLIC_RELATIONS,THE WALT DISNEY COMPANY,Hanny Hubble
11660,7873531.0,61.88,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,PARTNER,MERRILL LYNCH,Jacquenetta Hackly
35597,2.403723022E7,69.57,NEW_BUSINESS,PROSPECTING,PUBLIC_RELATIONS,ORACLE,Lenee Norgan
10862,7334674.12,98.8,NEW_BUSINESS,CLOSED_WON,EMPLOYEE,GOOGLE,Shaina Clotworthy
47417,3.201880342E7,80.0,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,EXISTING_CUSTOMER,ALLSTATE,Orelle Derham
27341,1.846228366E7,30.73,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,SELF_GENERATED,FARMERS INSURANCE,Brandea Royan
10611,7165183.86,53.08,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,OTHER,LOCKHEED MARTIN,Ella Quickenden
11396,7695262.96,91.62,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,PARTNER,AVON,Brena Bass
44437,3.000652862E7,55.97,NEW_BUSINESS,VALUE_PROPOSITION,EXISTING_CUSTOMER,UNITED AIRLINES,Jephthah Hrishchenko
49376,3.334163776E7,77.72,EXISTING_BUSINESS,CLOSED_LOST,WORD_OF_MOUTH,SALESFORCE,Kellsie Vickress
40029,2.702998254E7,94.0,EXISTING_BUSINESS,CLOSED_WON,SELF_GENERATED,CATERPILLAR INC.,Lenee Norgan
26327,1.777757002E7,62.21,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,CONFERENCE,IBM,Orelle Derham
17882,1.207499932E7,37.53,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,DIRECT_MAIL,T-MOBILE,Marwin Ommundsen
15166,1.024099316E7,83.6,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,EMPLOYEE,CARGILL,Kassandra Medley
45961,3.103562486E7,93.02,NEW_BUSINESS,CLOSED_LOST,OTHER,3M HEALTH CARE,Irwinn Airdrie
33119,2.236393594E7,45.86,EXISTING_BUSINESS,CLOSED_WON,OTHER,VERIZON,Jephthah Hrishchenko
36419,2.459229394E7,53.73,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,EXISTING_CUSTOMER,BNY MELLON,Isabelle Epsly
29643,2.001673218E7,77.5,EXISTING_BUSINESS,NEEDS_ANALYSIS,EXISTING_CUSTOMER,CATERPILLAR INC.,Leona Knaggs
22003,1.485774578E7,70.09,EXISTING_BUSINESS,CLOSED_LOST,EMPLOYEE,LIFESPAN,Marwin Ommundsen
31644,2.136792744E7,61.66,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,PUBLIC_RELATIONS,AIG,Daniel Ghion
12848,8675740.0,32.19,NEW_BUSINESS,PROSPECTING,COLD_CALL,PNC,Marwin Ommundsen
33268,2.246454968E7,95.54,NEW_BUSINESS,CLOSED_LOST,WEB_SITE,GENERAL MOTORS,Isabelle Epsly
26149,1.765737374E7,38.43,NEW_BUSINESS,VALUE_PROPOSITION,WEB_SITE,DXC TECHNOLOGY,Jephthah Hrishchenko
44533,3.007135358E7,58.29,NEW_BUSINESS,CLOSED_WON,COLD_CALL,CBRE,Hanny Hubble
10296,6952476.96,34.22,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,EXISTING_CUSTOMER,NIELSEN,Brena Bass
36316,2.452274216E7,86.14,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,WORD_OF_MOUTH,GENERAL MOTORS,Daniel Ghion
33264,2.246184864E7,60.02,NEW_BUSINESS,CLOSED_WON,PARTNER,ORACLE,Xever Canby
24222,1.635614772E7,63.94,NEW_BUSINESS,PERCEPTION_ANALYSIS,EMAIL,IBM,Jephthah Hrishchenko
43459,2.934612434E7,80.23,NEW_BUSINESS,CLOSED_WON,CONFERENCE,FARMERS INSURANCE,Luce Cholwell
23729,1.602324454E7,33.43,EXISTING_BUSINESS,CLOSED_LOST,SELF_GENERATED,JLL,Irwinn Airdrie
31183,2.105663258E7,92.9,EXISTING_BUSINESS,CLOSED_LOST,PUBLIC_RELATIONS,MARY KAY INC.,Daniel Ghion
12709,8581879.0,83.31,EXISTING_BUSINESS,PROSPECTING,CONFERENCE,JOHNSON CONTROLS,Susan Stockell
18598,1.255848548E7,31.43,NEW_BUSINESS,CLOSED_LOST,SELF_GENERATED,MORGAN STANLEY,Hanny Hubble
22131,1.494417906E7,89.38,NEW_BUSINESS,PERCEPTION_ANALYSIS,EMAIL,AECOM,Susan Stockell
48651,3.285207426E7,50.55,EXISTING_BUSINESS,NEEDS_ANALYSIS,PUBLIC_RELATIONS,BOEING,Brandea Royan
25756,1.739199656E7,64.43,NEW_BUSINESS,CLOSED_LOST,OTHER,LINKEDIN,Brena Bass
20600,1.3910356E7,54.6,EXISTING_BUSINESS,CLOSED_WON,EMPLOYEE,MERRILL LYNCH,Lenee Norgan
44500,3.004907E7,36.93,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,EMPLOYEE,FACEBOOK,Kassandra Medley
10831,7313741.06,87.36,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,CONFERENCE,IBM,Orelle Derham
43116,2.911451016E7,62.89,NEW_BUSINESS,PROSPECTING,WEB_SITE,TARGET,Marwin Ommundsen
45719,3.087221194E7,92.41,NEW_BUSINESS,CLOSED_WON,WEB_SITE,ADP,Xever Canby
24932,1.683558232E7,66.4,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,PUBLIC_RELATIONS,HEWLETT-PACKARD,Jephthah Hrishchenko
30411,2.053533186E7,81.16,NEW_BUSINESS,PROSPECTING,EXISTING_CUSTOMER,CATERPILLAR INC.,Luce Cholwell
16293,1.100201118E7,59.63,NEW_BUSINESS,CLOSED_LOST,TRADE_SHOW,LIBERTY MUTUAL INSURANCE,Constantine Boseley
26669,1.800850894E7,91.81,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,COLD_CALL,CITI,Lloyd Rainforth
10823,7308338.98,81.87,EXISTING_BUSINESS,CLOSED_WON,OTHER,COSTCO WHOLESALE,Orelle Derham
24473,1.652563798E7,57.83,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,CONFERENCE,KROGER,Ella Quickenden
24584,1.660059184E7,31.46,NEW_BUSINESS,VALUE_PROPOSITION,CONFERENCE,SCHLUMBERGER,Xever Canby
31650,2.1371979E7,58.12,EXISTING_BUSINESS,CLOSED_LOST,COLD_CALL,PNC,Jacquenetta Hackly
33742,2.278462292E7,61.84,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,COLD_CALL,DEPARTMENT OF VETERANS AFFAIRS,Constantine Boseley
25207,1.702127882E7,48.58,EXISTING_BUSINESS,CLOSED_WON,EMPLOYEE,WALGREENS,Kassandra Medley
10778,7277952.28,55.71,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,OTHER,UNITED STATES AIR FORCE,Jacquenetta Hackly
15213,1.027273038E7,84.04,EXISTING_BUSINESS,VALUE_PROPOSITION,CONFERENCE,MARRIOTT INTERNATIONAL,Arly Bownas
35888,2.423373088E7,88.85,NEW_BUSINESS,PROSPECTING,PUBLIC_RELATIONS,BOEING,Brena Bass
44366,2.995858516E7,65.01,NEW_BUSINESS,PERCEPTION_ANALYSIS,CONFERENCE,CBRE,Jephthah Hrishchenko
17217,1.162595142E7,89.2,EXISTING_BUSINESS,CLOSED_WON,PARTNER,TARGET,Lenee Norgan
44270,2.98937602E7,52.96,EXISTING_BUSINESS,CLOSED_WON,EMPLOYEE,FORD MOTOR COMPANY,Marwin Ommundsen
45891,3.098835666E7,89.22,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,SELF_GENERATED,RAYTHEON,Lenee Norgan
26291,1.775326066E7,79.09,EXISTING_BUSINESS,CLOSED_WON,EMPLOYEE,AT&T,Susan Stockell
17627,1.190280802E7,38.72,EXISTING_BUSINESS,PROSPECTING,EXISTING_CUSTOMER,ALLSTATE,Jephthah Hrishchenko
14266,9633259.0,86.31,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,PUBLIC_RELATIONS,SCHNEIDER ELECTRIC,Shaina Clotworthy
10678,7210426.28,76.01,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,SELF_GENERATED,T-MOBILE,Shaina Clotworthy
29124,1.966627224E7,94.39,NEW_BUSINESS,NEEDS_ANALYSIS,DIRECT_MAIL,STATE STREET,Somerset Dowty
24909,1.682005134E7,39.38,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,CONFERENCE,ALLSTATE,Hanny Hubble
48259,3.258737234E7,71.2,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,OTHER,LIBERTY MUTUAL INSURANCE,Lloyd Rainforth
29216,1.972839616E7,40.76,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,SELF_GENERATED,PROCTER & GAMBLE,Leona Knaggs
23164,1.564172264E7,89.25,EXISTING_BUSINESS,CLOSED_WON,CONFERENCE,GOLDMAN SACHS,Shaina Clotworthy
15931,1.075756706E7,60.72,EXISTING_BUSINESS,NEEDS_ANALYSIS,PUBLIC_RELATIONS,DELL,Constantine Boseley
26764,1.807265864E7,77.11,NEW_BUSINESS,PROSPECTING,DIRECT_MAIL,APPLE,Arly Bownas
17250,1.1648235E7,40.05,NEW_BUSINESS,CLOSED_LOST,DIRECT_MAIL,DELL EMC,Kellsie Vickress
36811,2.485699586E7,44.75,NEW_BUSINESS,PERCEPTION_ANALYSIS,PARTNER,ELI LILLY AND COMPANY,Arly Bownas
47943,3.237399018E7,49.76,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,TRADE_SHOW,THE WALT DISNEY COMPANY,Somerset Dowty
32969,2.226264694E7,34.89,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,TRADE_SHOW,ARMY NATIONAL GUARD,Arly Bownas
18477,1.247677902E7,61.1,EXISTING_BUSINESS,VALUE_PROPOSITION,COLD_CALL,PNC,Lloyd Rainforth
49251,3.325723026E7,92.82,NEW_BUSINESS,VALUE_PROPOSITION,EMPLOYEE,HONEYWELL,Kassandra Medley
41762,2.820020812E7,85.3,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,COLD_CALL,JPMORGAN CHASE & CO.,Orelle Derham
12392,8367821.0,80.34,EXISTING_BUSINESS,NEEDS_ANALYSIS,PARTNER,ALLSTATE,Brena Bass
23852,1.610630152E7,56.1,NEW_BUSINESS,CLOSED_LOST,CAMPAIGN,RAYTHEON,Brena Bass
30004,2.026050104E7,50.46,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,CONFERENCE,DELL EMC,Lenee Norgan
15721,1.061576246E7,36.22,NEW_BUSINESS,CLOSED_WON,EMAIL,LOS ANGELES UNIFIED SCHOOL DISTRICT,Lloyd Rainforth
27509,1.857572734E7,65.01,EXISTING_BUSINESS,CLOSED_LOST,WEB_SITE,KAISER PERMANENTE,Susan Stockell
48975,3.30708585E7,42.91,NEW_BUSINESS,VALUE_PROPOSITION,DIRECT_MAIL,NIKE,Brandea Royan
21923,1.480372498E7,92.48,EXISTING_BUSINESS,CLOSED_WON,SELF_GENERATED,THALES,Kellsie Vickress
47301,3.194047326E7,99.67,EXISTING_BUSINESS,NEEDS_ANALYSIS,PARTNER,TARGET,Kellsie Vickress
16734,1.129980084E7,89.04,EXISTING_BUSINESS,CLOSED_LOST,EMAIL,AMERICAN AIRLINES,Theo Beacock
49565,3.34692619E7,32.69,EXISTING_BUSINESS,PROSPECTING,EMAIL,MCDONALD'S CORPORATION,Ella Quickenden
30381,2.051507406E7,43.96,NEW_BUSINESS,PROSPECTING,EMPLOYEE,LIFESPAN,Somerset Dowty
32241,2.177105766E7,51.52,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,COLD_CALL,THE COCA-COLA COMPANY,Luce Cholwell
36219,2.445724194E7,62.57,EXISTING_BUSINESS,PROSPECTING,PUBLIC_RELATIONS,WALGREENS,Somerset Dowty
49682,3.354826732E7,62.22,NEW_BUSINESS,VALUE_PROPOSITION,TRADE_SHOW,THE WALT DISNEY COMPANY,Lloyd Rainforth
33558,2.266037508E7,93.78,NEW_BUSINESS,NEEDS_ANALYSIS,OTHER,CSC,Susan Stockell
20991,1.417438266E7,36.45,EXISTING_BUSINESS,CLOSED_LOST,CONFERENCE,PFIZER,Marwin Ommundsen
24141,1.630145166E7,88.72,NEW_BUSINESS,VALUE_PROPOSITION,WORD_OF_MOUTH,FORD MOTOR COMPANY,Xever Canby
10520,7103735.2,96.58,NEW_BUSINESS,PROSPECTING,TRADE_SHOW,THE HOME DEPOT,Link Ganforth
32457,2.191691382E7,70.37,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,COLD_CALL,ADP,Susan Stockell
39875,2.69259925E7,55.13,EXISTING_BUSINESS,VALUE_PROPOSITION,EXISTING_CUSTOMER,BANK OF AMERICA,Leona Knaggs
28491,1.923883266E7,73.05,EXISTING_BUSINESS,CLOSED_WON,TRADE_SHOW,MARY KAY INC.,Marwin Ommundsen
35979,2.429517954E7,53.31,EXISTING_BUSINESS,PROSPECTING,EMAIL,CITI,Susan Stockell
22317,1.506977742E7,57.98,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,COLD_CALL,ABBOTT,Daniel Ghion
36819,2.486239794E7,45.41,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,PUBLIC_RELATIONS,MARY KAY INC.,Somerset Dowty
48698,3.288381148E7,37.55,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,OTHER,TARGET,Brena Bass
15788,1.066100488E7,65.3,NEW_BUSINESS,VALUE_PROPOSITION,PUBLIC_RELATIONS,HONEYWELL,Somerset Dowty
34695,2.34281457E7,86.35,EXISTING_BUSINESS,CLOSED_WON,CAMPAIGN,AMERICAN AIRLINES,Ella Quickenden
28437,1.920236862E7,63.7,EXISTING_BUSINESS,PROSPECTING,DIRECT_MAIL,SALESFORCE,Daniel Ghion
15596,1.053135496E7,80.33,EXISTING_BUSINESS,NEEDS_ANALYSIS,CAMPAIGN,MERRILL LYNCH,Lenee Norgan
22794,1.539187644E7,50.81,EXISTING_BUSINESS,CLOSED_LOST,EMAIL,HALLIBURTON,Leona Knaggs
13945,9416500.0,83.24,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,EMAIL,VERIZON WIRELESS,Kassandra Medley
39288,2.652961488E7,56.95,EXISTING_BUSINESS,CLOSED_WON,EMPLOYEE,FEDEX,Isabelle Epsly
37048,2.501703248E7,35.4,NEW_BUSINESS,PROSPECTING,CONFERENCE,CAPITAL ONE,Brandea Royan
34386,2.321949036E7,98.25,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,DIRECT_MAIL,AMERICAN AIRLINES,Kassandra Medley
49941,3.372315966E7,59.98,EXISTING_BUSINESS,NEEDS_ANALYSIS,COLD_CALL,JPMORGAN CHASE & CO.,Marwin Ommundsen
43336,2.926306736E7,49.57,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,EMAIL,DXC TECHNOLOGY,Orelle Derham
47442,3.203568492E7,75.31,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EMPLOYEE,LOCKHEED MARTIN,Kassandra Medley
39649,2.677338374E7,99.31,NEW_BUSINESS,PERCEPTION_ANALYSIS,DIRECT_MAIL,PEPSICO,Jephthah Hrishchenko
17803,1.202165378E7,71.73,EXISTING_BUSINESS,NEEDS_ANALYSIS,SELF_GENERATED,GE,Brandea Royan
43640,2.94683464E7,34.2,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,WEB_SITE,MERCK,Somerset Dowty
40019,2.702322994E7,96.81,EXISTING_BUSINESS,PROSPECTING,COLD_CALL,FIDELITY INVESTMENTS,Irwinn Airdrie
41175,2.78038305E7,88.1,NEW_BUSINESS,PROSPECTING,OTHER,LINKEDIN,Hanny Hubble
42215,2.85061009E7,57.53,NEW_BUSINESS,CLOSED_LOST,PARTNER,CONVERGYS,Irwinn Airdrie
35854,2.421077204E7,58.88,EXISTING_BUSINESS,PROSPECTING,TRADE_SHOW,GE,Leona Knaggs
43121,2.911788646E7,84.78,NEW_BUSINESS,VALUE_PROPOSITION,WEB_SITE,UNITED STATES POSTAL SERVICE,Irwinn Airdrie
20002,1.350655052E7,66.1,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,CONFERENCE,DEPARTMENT OF VETERANS AFFAIRS,Daniel Ghion
36201,2.444508726E7,99.91,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,CONFERENCE,MICROSOFT,Arly Bownas
26748,1.806185448E7,44.94,EXISTING_BUSINESS,CLOSED_LOST,SELF_GENERATED,GENPACT,Arly Bownas
